City_Name,State_Name,Vacant_houses,normalized_houses
Woods Hole,Massachusetts,0.567787971,1.409536431
Mankato,Kansas,0.1565762,0.388701187
Syracuse,Ohio,0.127819549,0.317312659
Friedensburg,Pennsylvania,0.063694268,0.158121334
Juno Ridge,Florida,0.121165644,0.300794307
Castalia,Ohio,0.077348066,0.192016954
Afton,Iowa,0.111940299,0.277892343
Wilson,Arkansas,0.150537634,0.373710417
Red Butte,Wyoming,0.066298343,0.164585963
Lime Lake,New York,0.447504303,1.110931633
Silver Lake,Minnesota,0.034391534,0.085377152
Brunswick,Missouri,0.228941685,0.568348859
Potlatch,Idaho,0.15,0.372375738
Rural Valley,Pennsylvania,0.073710074,0.182985621
Downs,Kansas,0.230460922,0.572120372
Sycamore,Ohio,0.089709763,0.222704928
Atlas,Pennsylvania,0.238442822,0.591935479
Epps,Louisiana,0.168478261,0.418248112
Pioneer Junction,Montana,0.068235294,0.169394453
Park City,Montana,0.044642857,0.110826112
Shickshinny,Pennsylvania,0.136231884,0.338196322
Jetmore,Kansas,0.119047619,0.2955363
Ringwood,Illinois,0.023026316,0.057162943
Oakley,Idaho,0.095070423,0.236012793
Ridge Farm,Illinois,0.147286822,0.36564026
Pleasantville,Pennsylvania,None,0
Peconic,New York,0.393939394,0.977956483
Van Buren,Indiana,0.128686327,0.31946444
Gurley,Alabama,0.142076503,0.352705618
Adair,Oklahoma,0.100671141,0.249916603
La Veta,Colorado,0.180478821,0.448039561
Altheimer,Arkansas,0.126934985,0.315116725
Argyle,Wisconsin,0.077747989,0.193009765
Loch Lloyd,Missouri,0.066831683,0.165909982
Selma,Indiana,0.092753623,0.230261325
Oreana,Illinois,0.038560411,0.09572641
Morgandale,Ohio,0.101549053,0.252096024
Milltown,Indiana,0.139410188,0.346086477
Hamel,Illinois,0.051150895,0.126982348
Mulga,Alabama,0.116580311,0.289411196
Riverside,Utah,0.013377926,0.033210767
Stone Harbor,New Jersey,0.874649205,2.171320954
Woods Bay,Montana,0.311212815,0.772587344
Mountain City,Texas,0,0
Annabella,Utah,0.063758389,0.158280514
Humboldt,Nebraska,0.15,0.372375738
East Newnan,Georgia,0.144144144,0.357838547
Edon,Ohio,0.056338028,0.139859432
Benton,Pennsylvania,0.188995215,0.469181551
Juncal,Puerto Rico,0.158110883,0.392511045
Fifth Ward,Louisiana,0.084337349,0.209367884
Tranquillity,California,0.068548387,0.170171708
Highfield-Cascade,Maryland,0.100603622,0.249748986
Camden,North Carolina,0.043010753,0.106774406
Carson,Iowa,0.086455331,0.214625784
Hilshire Village,Texas,0.023489933,0.058313874
Henning,Minnesota,0.120614035,0.299424935
Hilltop,West Virginia,0.156756757,0.38914942
Hartrandt,Wyoming,0.1,0.248250492
Parksley,Virginia,0.199494949,0.495247192
Bowman,Georgia,0.143920596,0.357283588
El Rito,New Mexico,0.150895141,0.37459793
Garber,Oklahoma,0.256613757,0.637044914
Lyons,Michigan,0.068403909,0.169813041
Davenport,Oklahoma,0.095652174,0.237456992
Sewickley Heights,Pennsylvania,0.11299435,0.28050903
Marengo,Indiana,0.12628866,0.31351222
Waverly Hall,Georgia,0.151162791,0.375262372
Mora,New Mexico,0.229813665,0.570513554
Vaughn,Montana,0.10443038,0.259248932
Pineville,Missouri,0.138504155,0.343837246
Walnut Grove,Minnesota,0.15497076,0.384715674
Hollow Creek,Kentucky,0.022222222,0.055166775
Martin Lake,Minnesota,0.094117647,0.233647522
Soudersburg,Pennsylvania,0.137254902,0.340735969
Faith,North Carolina,0.093220339,0.23141995
Burr Oak,Michigan,0.152647975,0.378949349
Correctionville,Iowa,0.122562674,0.304262441
Colver,Pennsylvania,0.102870813,0.255377299
South Webster,Ohio,0.094155844,0.233742346
Joaquin,Texas,0.179063361,0.444525674
Aguanga,California,0.160493827,0.398426715
Dollar Point,California,0.680639823,1.689691709
Limestone,Oklahoma,0.07615894,0.189064943
Junction City,Ohio,0.051948052,0.128961295
Wellington,Missouri,0.066878981,0.166027399
Harrison,Illinois,0.085714286,0.212786137
Earlville,New York,0.09921671,0.246305971
Lakes of the North,Michigan,0.5528613,1.372480897
Pahoa,Hawaii,0.219948849,0.5460241
Davidsville,Pennsylvania,0.091816367,0.227934583
Scotland,South Dakota,0.162100457,0.402415182
Livingston,Illinois,0.065274151,0.162043401
Orrick,Missouri,0.102719033,0.255000505
Menan,Idaho,0.02247191,0.055786627
Beatty,Nevada,0.20323741,0.50453787
Lewisburg,Kentucky,0.191943128,0.476499759
Mountainaire,Arizona,0.228934817,0.568331809
Hills,Iowa,0.045023697,0.111771549
Carolina,Rhode Island,0.037783375,0.093797414
Saltsburg,Pennsylvania,0.119804401,0.297415015
Resaca,Georgia,0.082802548,0.205557733
Key Colony Beach,Florida,0.590229312,1.46524717
West Middlesex,Pennsylvania,0.094147583,0.233721838
Arapaho,Oklahoma,0.115523466,0.286787573
San Ildefonso Pueblo,New Mexico,0.105263158,0.261316308
Parker,Pennsylvania,0.136231884,0.338196322
Bethany,West Virginia,0.138121547,0.34288742
Piedmont,West Virginia,0.260143198,0.645806769
Stamping Ground,Kentucky,0.068111455,0.169087022
Morse,Louisiana,0.118518519,0.294222806
Flordell Hills,Missouri,0.197297297,0.48979151
Shrewsbury,West Virginia,0.130252101,0.323351481
Paragon Estates,Colorado,0.021108179,0.052401158
Hubbard,Iowa,0.089514066,0.222219109
Metolius,Oregon,0.061111111,0.151708634
Mount Hope,Kansas,0.09202454,0.228451373
Sonoita,Arizona,0.16367713,0.40632928
Dawson,Texas,0.16751269,0.415851077
Dauphin,Pennsylvania,0.098666667,0.244940486
Flint Creek,Oklahoma,0.335632184,0.833208548
Wiconsico,Pennsylvania,0.130864198,0.324871015
Granite,Utah,0.073417722,0.182259856
Ogden,Illinois,0.067901235,0.16856515
Deer Trail,Colorado,0.123006834,0.30536507
Kansas,Oklahoma,0.15625,0.387891394
Pineland,Texas,0.162094763,0.402401046
Lakeville,New York,0.134770889,0.334569395
Diamond City,Arkansas,0.332695985,0.825919419
Grassflat,Pennsylvania,0.069444444,0.172396174
Freelandville,Indiana,0.159468439,0.395881184
East Sparta,Ohio,0.0625,0.155156557
Lyons,Nebraska,0.113378685,0.281463143
Rutledge,Pennsylvania,0.023809524,0.05910726
Scribner,Nebraska,0.11352657,0.281830268
Vassar,Kansas,0.186046512,0.461861381
West Union,West Virginia,0.181008902,0.44935549
Tekoa,Washington,0.12295082,0.305226015
Tecumseh,Indiana,0.034013605,0.084438942
Cumby,Texas,0.109324759,0.271399252
Escalante,Utah,0.235426009,0.584446225
Lakeville,Indiana,0.115546218,0.286844055
Smiths Grove,Kentucky,0.100890208,0.250460438
Walthill,Nebraska,0.126984127,0.31523872
Kimball,Minnesota,0.059490085,0.147684429
Darby,Montana,0.191037736,0.474252119
Ferrelview,Missouri,0.16953317,0.420866928
Isle,Minnesota,0.305454545,0.75829241
East Orosi,California,0.036697248,0.091101099
Van Buren,Missouri,0.119363395,0.296320215
Gobles,Michigan,0.044117647,0.109522276
Elmwood,Wisconsin,0.081151832,0.201459822
Francesville,Indiana,0.078167116,0.19405025
Bromley,Kentucky,0.081395349,0.202064354
Prospect,North Carolina,0.051428571,0.12767168
Gosport,Indiana,0.086614173,0.215020111
Hollins,Alabama,0.169291339,0.420266582
Sunrise Beach Village,Texas,0.602910603,1.496728538
Cambridge,Iowa,0.056379822,0.139963185
Brasher Falls,New York,0.085185185,0.211472641
Morning Sun,Iowa,0.094936709,0.235680847
Grazierville,Pennsylvania,0.044217687,0.109770625
Culbertson,Montana,0.134078212,0.332849821
Cedar Point,Texas,0.405238829,1.006007386
McLean,Illinois,0.105740181,0.262500519
Perdido,Alabama,0.127388535,0.316242665
Lakewood Park,Tennessee,0.317295189,0.787686867
Graettinger,Iowa,0.137349398,0.340970556
Mackinaw City,Michigan,0.433862434,1.077065627
Moose Creek,Alaska,0.226993865,0.563513386
Bear Rocks,Pennsylvania,0.217537943,0.540039014
Zayante,California,0.112094395,0.278274887
Eden,Utah,0.112970711,0.280450346
Chevy Chase Section Three,Maryland,0.050541516,0.125469562
Wedowee,Alabama,0.278301887,0.690885803
Melbourne,Iowa,0.086687307,0.215201666
Piney Point,Maryland,0.192,0.476640944
Goshen,Ohio,0.06557377,0.162787207
Raymond,Iowa,0.046296296,0.114930783
Morrisdale,Pennsylvania,0.024316109,0.06036486
Manila,California,0.0975,0.24204423
Roscoe,Pennsylvania,0.113756614,0.282401354
Lake Park,Minnesota,0.080357143,0.199487003
Cairo,Nebraska,0.053672316,0.133241788
Athol,Idaho,0.06779661,0.168305418
Okoboji,Iowa,0.649917628,1.613423708
Wells,Texas,0.201729107,0.5007935
Wadsworth,Nevada,0.044270833,0.109902561
Clyde,California,0.010309278,0.025592833
Oxford,Iowa,0.056379822,0.139963185
Emerson,Nebraska,0.073863636,0.18336684
Arkport,New York,0.050761421,0.126015477
Hoonah,Alaska,0.128140704,0.318109928
New Salem,Pennsylvania,0.064896755,0.161106514
Grant City,Missouri,0.183673469,0.45597029
Pleasant Plains,Illinois,0.048991354,0.121621277
Blanchardville,Wisconsin,0.045918367,0.113992572
Los Olivos,California,0.109704641,0.272342311
Benkelman,Nebraska,0.252918288,0.627870894
Smithfield,Ohio,None,0
Hilltop Lakes,Texas,0.142028986,0.352587656
Adams,Minnesota,0.074766355,0.185607844
Walker,Iowa,0.070234114,0.174356533
Buras,Louisiana,0.224778761,0.55801438
Spencer,Ohio,0.072555205,0.180118653
Minatare,Nebraska,0.16,0.397200787
Interlaken,New Jersey,0.095,0.235837967
Howe,Oklahoma,0.123552124,0.306718756
Campbellsburg,Kentucky,0.064139942,0.159227722
Vass,North Carolina,0.080291971,0.199325213
Stronghurst,Illinois,0.086633663,0.215068495
Shoals,Indiana,0.133522727,0.331470827
East Freedom,Pennsylvania,0.160535117,0.398529218
Chocowinity,North Carolina,0.136246787,0.338233319
Duncan,Arizona,0.246612466,0.61221666
Wonewoc,Wisconsin,0.106217617,0.263685757
Wye,Montana,0.040441176,0.100395418
Wilton Center,Connecticut,0.046132972,0.11452533
Gary,West Virginia,0.264840183,0.657467057
Guy,Arkansas,0.082539683,0.204905169
North Irwin,Pennsylvania,0.071246819,0.176870579
Morningside,New Mexico,0.050847458,0.126229065
Clarkfield,Minnesota,0.164619165,0.408667887
Coon Valley,Wisconsin,0.09631728,0.239108121
Fern Forest,Hawaii,0.165217391,0.410152986
Klawock,Alaska,0.180758017,0.448732666
Winnebago,Nebraska,0.142394822,0.353495846
Springport,Michigan,0.064896755,0.161106514
Turbeville,South Carolina,0.128654971,0.319386598
Horseshoe Bend,Idaho,0.089595376,0.222420962
Stephens,Arkansas,0.201923077,0.501275032
Fairplay,Colorado,0.166259169,0.412739205
Lake Camelot,Wisconsin,0.605488851,1.503129051
Belle Terre,New York,0.080128205,0.198918663
Dammeron Valley,Utah,0.071428571,0.177321779
Littlerock,California,0.022821577,0.056654677
Wataga,Illinois,0.076712329,0.190438734
Hurst,Illinois,0.125984252,0.312756525
Clayton,Oklahoma,0.339473684,0.84274509
Northwest,North Carolina,0.062893082,0.156132385
Canon,Georgia,0.171428571,0.425572271
Ubly,Michigan,0.080487805,0.199811372
Willow Valley,Arizona,0.582822086,1.446858695
Brinnon,Washington,0.544668588,1.352142449
Enterprise,Kansas,0.142405063,0.353521269
Grapeview,Washington,0.410714286,1.019600235
Carrolltown,Pennsylvania,0.054621849,0.135599009
Bovey,Minnesota,0.14025974,0.348195494
Seven Mile,Ohio,0.075949367,0.188544677
Yachats,Oregon,0.418314256,1.038467198
Spearville,Kansas,0.088685015,0.220160986
Hayneville,Alabama,0.079575597,0.197546811
Tierra Amarilla,New Mexico,0.319277108,0.792606991
Aulander,North Carolina,0.210918114,0.523605256
Woodhull,Illinois,0.097883598,0.242996514
Mountain Pine,Arkansas,0.203883495,0.506141779
Knippa,Texas,0.138996139,0.345058599
Fultonville,New York,0.137195122,0.340587565
Newborn,Georgia,0.098113208,0.243566521
Climax,Michigan,0.030405405,0.075481567
Alhambra Valley,California,0.034482759,0.085603619
Pearl City,Illinois,0.033846154,0.084023244
Anacoco,Louisiana,0.113456464,0.28165623
Gila Crossing,Arizona,0,0
Byrdstown,Tennessee,0.186635945,0.463324652
Mountain Road,Virginia,0.153550864,0.381190775
Wallace,Idaho,0.293594306,0.728849309
Windfall City,Indiana,0.171348315,0.425373035
Norphlet,Arkansas,0.086705202,0.21524609
Steinhatchee,Florida,0.657306956,1.631767752
Doyline,Louisiana,0.132947977,0.330044007
Foxfield,Colorado,0.04029304,0.10002767
Indio Hills,California,0.089820359,0.222979483
Sheatown,Pennsylvania,0.099378882,0.246708563
Birnamwood,Wisconsin,0.095652174,0.237456992
Manns Harbor,North Carolina,0.31779661,0.788931648
Hana,Hawaii,0.1875,0.465469672
Pepin,Wisconsin,0.219409283,0.544684624
Walnut Grove,Missouri,0.075601375,0.187680785
Lyndonville,New York,0.122093023,0.30309653
Kindred,North Dakota,0.076696165,0.190398607
Rio Grande,Ohio,0.225589226,0.560026363
Scurry,Texas,0.069852941,0.17341027
Keysville,Virginia,0.1375,0.341344426
Allentown,Florida,0.079908676,0.198373681
Deckerville,Michigan,0.140992167,0.350013748
Gibraltar,Pennsylvania,0.038194444,0.094817895
Beulah Valley,Colorado,0.310810811,0.771589367
Woodsburgh,New York,0.04248366,0.105465895
Meriden,Kansas,0.105105105,0.26092394
Loon Lake,Washington,0.292857143,0.727019298
Alma,Kansas,0.092436975,0.229475245
Millersburg,Kentucky,0.146153846,0.362827642
Savona,New York,0.120634921,0.299476785
Marion,South Dakota,0.052631579,0.130658154
Worden,Montana,0.0625,0.155156557
Branchville,New Jersey,0.102150538,0.253589213
Stantonsburg,North Carolina,0.137931034,0.34241447
Virginia City,Nevada,0.152838428,0.379422149
Belgrade,Minnesota,0.098314607,0.244066495
Cissna Park,Illinois,0.118834081,0.295006191
McKee,Kentucky,0.131221719,0.325758563
Greensburg,Kansas,0.183622829,0.455844576
Riceboro,Georgia,0.144329897,0.358299679
Beaverdale,Pennsylvania,0.161290323,0.40040402
Hewitt,Wisconsin,0.015625,0.038789139
Lesage,West Virginia,0.097133758,0.241135032
Netarts,Oregon,0.42007926,1.042848829
Douglas,Alabama,0.132911392,0.329953184
Montrose,Iowa,0.107954545,0.267997689
Ossian,Iowa,0.030812325,0.076491748
Middle Amana,Iowa,0.078431373,0.194706269
Stokes,North Carolina,0.085714286,0.212786137
Alexis,Illinois,0.119680851,0.297108301
Wagram,North Carolina,0.153125,0.380133566
Maricao,Puerto Rico,None,0
Flint Hill,Missouri,0.025210084,0.062584158
Hartford,Iowa,0.071428571,0.177321779
Blue Ridge Manor,Kentucky,0.055679287,0.138224104
Oshkosh,Nebraska,0.168466523,0.418218972
Hugo,Colorado,0.164921466,0.409418351
Woodridge,New York,0.664242424,1.648985085
Loma Linda,Missouri,0.078651685,0.195253195
Conway,Missouri,0.13091922,0.325007608
Seligman,Arizona,0.278985507,0.692582893
Marshallville,Ohio,0.00955414,0.0237182
Wrightstown,New Jersey,0.129834254,0.322314174
Garrison,Kentucky,0.157894737,0.391974461
Baltic,Ohio,0.045901639,0.113951045
York Springs,Pennsylvania,0.092436975,0.229475245
Susan Moore,Alabama,0.055555556,0.137916941
Neopit,Wisconsin,0.119617225,0.296950349
Ashland,Kansas,0.210176991,0.521765414
Damascus,Virginia,0.16875,0.418922705
Dayton,Iowa,0.114754098,0.284877613
Sawmill,Arizona,0.141242938,0.350636288
North Hills,West Virginia,0.064935065,0.161201618
Bishopville,Maryland,0.131004367,0.325218985
Warsaw,Minnesota,0.122033898,0.302949752
Wellston,Oklahoma,0.15015015,0.372748486
Holly,Colorado,0.111731844,0.277374852
East Galesburg,Illinois,0.080110497,0.198874703
Siren,Wisconsin,0.176715177,0.438696296
Alakanuk,Alaska,0.055248619,0.137154968
Sanderson,Texas,0.409001957,1.01534937
Cheyenne,Oklahoma,0.26097561,0.647873236
Happy Valley,New Mexico,0.129277567,0.320932196
Grand Junction,Iowa,0.142061281,0.352667829
Breesport,New York,0.07751938,0.192442242
Sterling,Oklahoma,0.119402985,0.296418498
Hemingford,Nebraska,0.141333333,0.350860694
Lowden,Iowa,0.032345013,0.080296654
Atlantic,Virginia,0.187648456,0.465838215
Bailey's Prairie,Texas,0.077441077,0.192247855
Somerville,Alabama,0.086111111,0.213771257
Cedar Hill,New Mexico,0.099047619,0.245886201
Lake Village,Indiana,0.085987261,0.213463798
Log Cabin,Texas,0.263305322,0.653656757
Kirklin,Indiana,0.078369906,0.194553677
Plumerville,Arkansas,0.144067797,0.357649015
Copenhagen,New York,0.078717201,0.195415839
Patoka,Indiana,0.086956522,0.215869994
Biron,Wisconsin,0.081218274,0.201624765
Forest Ranch,California,0.076539101,0.190008695
Blue Ridge Shores,Virginia,0.373188406,0.926442054
Vernon,Michigan,0.053968254,0.133976456
Earlville,Iowa,0.056047198,0.139137445
Hermitage,Arkansas,0.233606557,0.579929427
Valley Brook,Oklahoma,0.212765957,0.528192535
Bucklin,Kansas,0.174418605,0.432995045
Coward,South Carolina,0.103932584,0.258013151
Screven,Georgia,0.142011834,0.352545076
Phelps,Kentucky,0.1875,0.465469672
Toledo,Washington,0.145695364,0.361689458
Vermontville,Michigan,0.08411215,0.208808826
Valle Vista,Texas,0.066666667,0.165500329
Central City,Colorado,0.241509434,0.599548358
Chalfant,Pennsylvania,0.112643678,0.279638485
Black Creek,North Carolina,0.147798742,0.366911104
Espino,Puerto Rico,0.10125,0.251353623
Round Lake,New York,0.133651551,0.331790633
Dover,Minnesota,0.033222591,0.082475246
Norvelt,Pennsylvania,0.074812968,0.185723561
Wall Lake,Iowa,0.081920904,0.203369047
Walnut,Iowa,0.093023256,0.230930691
Boswell,Indiana,0.099431818,0.246839977
Pleasant Hill,North Carolina,0.140515222,0.34882973
Exira,Iowa,0.086734694,0.215319304
Hanna,Wyoming,0.332603939,0.825690915
White Lake,North Carolina,0.634380454,1.574852598
Exeter,Missouri,0.111782477,0.277500549
Schroon Lake,New York,0.488399072,1.212453099
Payne Springs,Texas,0.247727273,0.614984174
Hanover,Illinois,0.113684211,0.282221613
Lamberton,Minnesota,0.155717762,0.38657011
Polk,Pennsylvania,0.137614679,0.341629118
Brantley,Alabama,0.142533937,0.3538412
West Concord,Minnesota,0.070080863,0.173976087
Jeffersonville,Vermont,0.038860104,0.096470399
St. Georges,Delaware,0.040358744,0.100190781
Quiogue,New York,0.4176,1.036694054
Finzel,Maryland,0.094420601,0.234399606
Linden,Indiana,0.081504702,0.202335824
Knightsville,Indiana,0.095238095,0.236429039
Viborg,South Dakota,0.15,0.372375738
Kraemer,Louisiana,0.077114428,0.191436947
Ashland Heights,South Dakota,0.112121212,0.27834146
Tiskilwa,Illinois,0.1,0.248250492
Raleigh,Florida,0.170454545,0.423154246
White Springs,Florida,0.220843672,0.548245502
Plain,Wisconsin,0.065155807,0.161749611
May Creek,Washington,0.066666667,0.165500329
Philip,South Dakota,0.126344086,0.313649815
Hardy,Arkansas,0.382943144,0.950658239
Geyserville,California,0.109144543,0.270951865
Elysian,Minnesota,0.234096692,0.581146189
Eden,Maryland,0.121212121,0.300909687
Oregon,Missouri,0.127272727,0.315955171
Lancaster,Missouri,0.128834356,0.319831923
Riceville,Iowa,0.088311688,0.2192342
Cluster Springs,Virginia,0.124661247,0.309472159
Eden Roc,Hawaii,0.160572337,0.398621616
Hannawa Falls,New York,0.207142857,0.514233161
Dunseith,North Dakota,0.158671587,0.393902995
Miracle Valley,Arizona,0.137037037,0.340195118
Sierra Blanca,Texas,0.219178082,0.544110667
Alanson,Michigan,0.301435407,0.748314881
Tickfaw,Louisiana,0.089285714,0.221652224
Mamers,North Carolina,0.085714286,0.212786137
Columbiaville,Michigan,0.093939394,0.233205008
Port Deposit,Maryland,0.289786223,0.719395724
Powellton,West Virginia,0.175298805,0.435180146
Eagleville,Tennessee,0.076687117,0.190376145
Andersonville,Ohio,0.029605263,0.073495211
Corinne,Utah,0.024305556,0.060338662
Homecroft,Indiana,0.015432099,0.038310262
Lopatcong Overlook,New Jersey,0.005141388,0.012763521
Triadelphia,West Virginia,0.184986595,0.459230132
Garza-Salinas II,Texas,0.133640553,0.33176333
Kwethluk,Alaska,0.227074236,0.563712908
Shindler,South Dakota,0.015228426,0.037804642
Kiowa,Colorado,0.05483871,0.136137367
Milo,Iowa,0.055900621,0.138773567
Pilot Grove,Missouri,0.114006515,0.283021734
Throckmorton,Texas,0.233409611,0.579440507
Hymera,Indiana,0.171875,0.426680533
Moyie Springs,Idaho,0.0997151,0.247543226
Red Cross,North Carolina,0.069767442,0.173198018
Eldred,Pennsylvania,0.140992167,0.350013748
Hamlet,Indiana,0.096573209,0.239743466
Cowley,Wyoming,0.083032491,0.206128567
Sharon Springs,Kansas,0.183673469,0.45597029
Grass Valley,Nevada,0.191721133,0.475948656
New Site,Alabama,0.133152174,0.330550927
Montgomery,Indiana,0.034920635,0.086690648
Tipton,Oklahoma,0.239740821,0.595157767
La Farge,Wisconsin,0.094850949,0.235467947
Meadow Vale,Kentucky,0.031358885,0.077848586
Columbia,North Carolina,0.243553009,0.604621543
Braceville,Illinois,0.055194805,0.137021375
Bixby,Texas,0.078947368,0.195987229
Comunas,Puerto Rico,0.115931189,0.287799747
Lake View,South Carolina,0.182291667,0.45253996
Essex,Illinois,0.050955414,0.126497066
Riverdale,Virginia,0.108559499,0.26949949
Alliance,North Carolina,0.140243902,0.348156177
Scarbro,West Virginia,0.124378109,0.308769267
Cuba,New Mexico,0.155172414,0.385216281
Diamondville,Wyoming,0.166666667,0.413750821
Howard,South Dakota,0.165548098,0.410973968
Hilltop,Minnesota,0.053268765,0.132239971
Tetherow,Oregon,0.291855204,0.72453198
Clinton,Montana,0.026829268,0.06660379
Knoxville,Arkansas,0.094462541,0.234503723
Ooltewah,Tennessee,0.090909091,0.225682266
Ringtown,Pennsylvania,0.096385542,0.239277582
Leighton,Alabama,0.180555556,0.448230056
Raymond,Minnesota,0.079646018,0.197721631
Upper Exeter,Pennsylvania,0.052631579,0.130658154
Godley,Illinois,0.10460251,0.259676246
Fountain City,Indiana,0.113432836,0.281597573
Misenheimer,North Carolina,0.168,0.417060826
Gratz,Pennsylvania,0.050295858,0.124859715
Cass Lake,Minnesota,0.162162162,0.402568365
Port Vincent,Louisiana,0.066666667,0.165500329
Twin Valley,Minnesota,0.185185185,0.459723133
Peru,Nebraska,0.29338843,0.728338221
Boomer,West Virginia,0.200636943,0.498082198
Kinmundy,Illinois,0.112328767,0.278856717
Chiloquin,Oregon,0.159217877,0.395259163
Bridger,Montana,0.275,0.682688853
Alcester,South Dakota,0.061381074,0.152378818
Hobson City,Alabama,0.163434903,0.405727951
Patterson,Georgia,0.164222874,0.407684093
Gibbon,Minnesota,0.092071611,0.228568227
Hedrick,Iowa,0.095522388,0.237134798
Traver,California,0.028089888,0.069733285
Pine Lake,Georgia,0.05,0.124125246
Walnut,Mississippi,0.127218935,0.315821632
Round Valley,Arizona,0.051162791,0.12701188
Onset,Massachusetts,0.366995074,0.911067076
Kasilof,Alaska,0.214035088,0.531343159
Ravine,Pennsylvania,0.088737201,0.220290538
Church Hill,Maryland,0.06514658,0.161726705
New Harmony,Indiana,0.173267327,0.430136992
Housatonic,Massachusetts,0.122516556,0.304147953
Montreal,Wisconsin,0.232365145,0.576847615
Mount Calvary,Wisconsin,0.087155963,0.216365107
Napoleon,North Dakota,0.202020202,0.501516145
Olympian Village,Missouri,0.086614173,0.215020111
Orangeville,Illinois,0.067039106,0.16642491
Fonda,New York,0.127118644,0.315572659
Gettysburg,Ohio,0.078534031,0.194961118
Point Blank,Texas,0.338394794,0.840066741
Robin Glen-Indiantown,Michigan,0.073170732,0.181646702
Delaware Water Gap,Pennsylvania,0.091176471,0.226346038
Greenwood,Minnesota,0.117283951,0.291157985
Axtell,Nebraska,0.054140127,0.134403132
Haileyville,Oklahoma,0.159883721,0.396912124
White Hall,Alabama,0.130548303,0.324086804
Santa Clara,Texas,0.046666667,0.11585023
Crab Orchard,Tennessee,0.107692308,0.267346684
Slatedale,Pennsylvania,0.055,0.136537771
Hernandez,New Mexico,0.090379009,0.224366334
Loami,Illinois,0.111111111,0.27583388
Ryan,Oklahoma,0.243697479,0.60498019
Brooten,Minnesota,0.173669468,0.431135309
Hessmer,Louisiana,0.072972973,0.181155764
Mooringsport,Louisiana,0.11878453,0.29488318
Carlton,Montana,0.057239057,0.142096241
Piper City,Illinois,0.145658263,0.361597354
Clarence,Missouri,0.175531915,0.435758842
St. Nazianz,Wisconsin,0.12244898,0.303980195
East Alto Bonito,Texas,0.091575092,0.227335616
Washingtonville,Ohio,0.140350877,0.348421743
Atkins,Virginia,0.175084175,0.434647326
Renningers,Pennsylvania,0.079365079,0.197024199
Mabel,Minnesota,0.164893617,0.409349215
Perryville,Kentucky,0.070422535,0.17482429
Ostrander,Ohio,0.04109589,0.102020749
Iberia,Missouri,0.178787879,0.443841789
Ashmore,Illinois,0.121019108,0.300430531
Elkton,Michigan,0.072319202,0.179532775
Osmond,Nebraska,0.068571429,0.17022891
Everson,Pennsylvania,0.132275132,0.328373666
Pray,Montana,0.240165631,0.59621236
Cambria,Wisconsin,0.10787172,0.267792076
West Bend,Iowa,0.061497326,0.152667414
Palatine Bridge,New York,0.093663912,0.232521122
High Shoals,North Carolina,0.084942085,0.210869144
Ridge Spring,South Carolina,0.182890855,0.454027447
Greeley Hill,California,0.312599681,0.776030246
Ridgeville,Indiana,0.131195335,0.325693064
Dublin,Indiana,0.098837209,0.245363858
Burneyville,Oklahoma,0.171497585,0.425743598
Wickes,Arkansas,0.213768116,0.530680399
Green Spring,Kentucky,0.011029412,0.02738057
Redmond,Utah,0.082758621,0.205448684
Renova,Mississippi,0.053691275,0.133288854
Drayton,North Dakota,0.167464115,0.415730489
Ridgway,Illinois,0.126491647,0.314016136
Milford,Texas,0.163934426,0.406968019
Mount Savage,Maryland,0.153846154,0.381923834
Antonito,Colorado,0.209549072,0.520206602
Parcelas Viejas Borinquen,Puerto Rico,0.153558052,0.381208619
Driscoll,Texas,0.129707113,0.321998546
Concord,Virginia,0.042857143,0.106393068
Iron Mountain Lake,Missouri,0.213213213,0.52930285
Bainbridge,Indiana,0.127090301,0.315502297
Estelline,South Dakota,0.073248408,0.181839533
Manilla,Iowa,0.108695652,0.269837491
Woodruff,Wisconsin,0.143636364,0.35657798
Tribune,Kansas,0.14021164,0.348076086
Chippewa Lake,Ohio,0.230769231,0.572885751
Atlanta,Indiana,0.118210863,0.293459049
Cottageville,South Carolina,0.163434903,0.405727951
South Vinemont,Alabama,0.10483871,0.260262613
Hancock,Minnesota,0.021604938,0.053634365
Carlsborg,Washington,0.032094595,0.07967499
Midvale,Ohio,0.101045296,0.250845444
McLean,Texas,0.291208791,0.722927256
Parma,Michigan,0.110344828,0.273931578
Sioux Rapids,Iowa,0.126721763,0.3145874
Browerville,Minnesota,0.045945946,0.114061037
Oppelo,Arkansas,0.083333333,0.206875409
North Topsail Beach,North Carolina,0.796261682,1.976723542
Mertzon,Texas,0.153005464,0.379836817
Bertrand,Missouri,0.111111111,0.27583388
Hatton,North Dakota,0.143678161,0.356681741
Maple Ridge,Ohio,0.178571429,0.443304451
Bootjack,California,0.101587302,0.252190977
Rosedale,Louisiana,0.092063492,0.228548072
El Duende,New Mexico,0.097457627,0.241939038
Oscoda,Michigan,0.299668874,0.743929454
Blair,Oklahoma,0.115492958,0.286711836
Bingen,Washington,0.136498516,0.338858237
Langeloth,Pennsylvania,0.116766467,0.289873329
Sheridan,Montana,0.117647059,0.292059403
Oak Ridge,Texas,None,0
Galena,Ohio,0.041269841,0.102452583
Westmoreland,Kansas,0.111821086,0.277596396
Lott,Texas,0.220588235,0.547611378
