City_Name,State_ID,CrimesOccurred,normalized_crimes
East Orosi,CA,None,0
Van Buren,MO,None,0
Gobles,MI,None,0
Elmwood,WI,None,0
Francesville,IN,None,0
Bromley,KY,None,0
Prospect,NC,None,0
Gosport,IN,None,0
Hollins,AL,None,0
Sunrise Beach Village,TX,None,0
Cambridge,IA,None,0
Brasher Falls,NY,None,0
Morning Sun,IA,None,0
Grazierville,PA,None,0
Culbertson,MT,None,0
Cedar Point,TX,None,0
McLean,IL,None,0
Perdido,AL,None,0
Lakewood Park,TN,None,0
Graettinger,IA,None,0
Mackinaw City,MI,None,0
Moose Creek,AK,None,0
Bear Rocks,PA,None,0
Zayante,CA,None,0
Eden,UT,None,0
Chevy Chase Section Three,MD,None,0
Wedowee,AL,None,0
Melbourne,IA,None,0
Piney Point,MD,None,0
Goshen,OH,None,0
Raymond,IA,None,0
Morrisdale,PA,None,0
Manila,CA,None,0
Roscoe,PA,None,0
Lake Park,MN,None,0
Cairo,NE,None,0
Athol,ID,None,0
Okoboji,IA,None,0
Wells,TX,None,0
Wadsworth,NV,None,0
Clyde,CA,None,0
Oxford,IA,None,0
Emerson,NE,None,0
Arkport,NY,None,0
Hoonah,AK,None,0
New Salem,PA,None,0
Grant City,MO,None,0
Pleasant Plains,IL,None,0
Blanchardville,WI,None,0
Los Olivos,CA,None,0
Benkelman,NE,None,0
Smithfield,OH,None,0
Hilltop Lakes,TX,None,0
Adams,MN,None,0
Walker,IA,None,0
Buras,LA,None,0
Spencer,OH,None,0
Minatare,NE,None,0
Interlaken,NJ,None,0
Howe,OK,None,0
Campbellsburg,KY,None,0
Vass,NC,None,0
Stronghurst,IL,None,0
Shoals,IN,None,0
East Freedom,PA,None,0
Chocowinity,NC,None,0
Duncan,AZ,None,0
Wonewoc,WI,None,0
Wye,MT,None,0
Wilton Center,CT,None,0
Gary,WV,None,0
Guy,AR,None,0
North Irwin,PA,None,0
Morningside,NM,None,0
Clarkfield,MN,None,0
Coon Valley,WI,None,0
Fern Forest,HI,None,0
Klawock,AK,None,0
Winnebago,NE,None,0
Springport,MI,None,0
Turbeville,SC,None,0
Horseshoe Bend,ID,None,0
Stephens,AR,None,0
Fairplay,CO,None,0
Lake Camelot,WI,None,0
Belle Terre,NY,None,0
Dammeron Valley,UT,None,0
Littlerock,CA,None,0
Wataga,IL,None,0
Hurst,IL,None,0
Clayton,OK,None,0
Northwest,NC,None,0
Canon,GA,None,0
Ubly,MI,None,0
Willow Valley,AZ,None,0
Brinnon,WA,None,0
Enterprise,KS,None,0
Grapeview,WA,None,0
Carrolltown,PA,None,0
Bovey,MN,None,0
Seven Mile,OH,None,0
Yachats,OR,None,0
Spearville,KS,None,0
Hayneville,AL,None,0
Tierra Amarilla,NM,None,0
Aulander,NC,None,0
Woodhull,IL,None,0
Mountain Pine,AR,None,0
Knippa,TX,None,0
Fultonville,NY,None,0
Newborn,GA,None,0
Climax,MI,None,0
Alhambra Valley,CA,None,0
Pearl City,IL,None,0
Anacoco,LA,None,0
Gila Crossing,AZ,None,0
Byrdstown,TN,None,0
Mountain Road,VA,None,0
Wallace,ID,None,0
Windfall City,IN,None,0
Norphlet,AR,None,0
Steinhatchee,FL,None,0
Doyline,LA,None,0
Foxfield,CO,None,0
Indio Hills,CA,None,0
Sheatown,PA,None,0
Birnamwood,WI,None,0
Manns Harbor,NC,None,0
Hana,HI,None,0
Pepin,WI,None,0
Walnut Grove,MO,None,0
Lyndonville,NY,None,0
Kindred,ND,None,0
Rio Grande,OH,None,0
Scurry,TX,None,0
Keysville,VA,None,0
Allentown,FL,None,0
Deckerville,MI,None,0
Gibraltar,PA,None,0
Beulah Valley,CO,None,0
Woodsburgh,NY,None,0
Meriden,KS,None,0
Loon Lake,WA,None,0
Alma,KS,None,0
Millersburg,KY,None,0
Savona,NY,None,0
Marion,SD,None,0
Worden,MT,None,0
Branchville,NJ,None,0
Stantonsburg,NC,None,0
Virginia City,NV,None,0
Belgrade,MN,None,0
Cissna Park,IL,None,0
McKee,KY,None,0
Greensburg,KS,None,0
Riceboro,GA,None,0
Beaverdale,PA,None,0
Hewitt,WI,None,0
Lesage,WV,None,0
Netarts,OR,None,0
Douglas,AL,None,0
Montrose,IA,None,0
Ossian,IA,None,0
Middle Amana,IA,None,0
Stokes,NC,None,0
Alexis,IL,None,0
Wagram,NC,None,0
Maricao,PR,None,0
Flint Hill,MO,None,0
Hartford,IA,None,0
Blue Ridge Manor,KY,None,0
Oshkosh,NE,None,0
Hugo,CO,None,0
Woodridge,NY,None,0
Loma Linda,MO,None,0
Conway,MO,None,0
Seligman,AZ,None,0
Marshallville,OH,None,0
Wrightstown,NJ,None,0
Garrison,KY,None,0
Baltic,OH,None,0
York Springs,PA,None,0
Susan Moore,AL,None,0
Neopit,WI,None,0
Ashland,KS,None,0
Damascus,VA,None,0
Dayton,IA,None,0
Sawmill,AZ,None,0
North Hills,WV,None,0
Bishopville,MD,None,0
Warsaw,MN,None,0
Wellston,OK,None,0
Holly,CO,None,0
East Galesburg,IL,None,0
Siren,WI,None,0
Alakanuk,AK,None,0
Sanderson,TX,None,0
Cheyenne,OK,None,0
Happy Valley,NM,None,0
Grand Junction,IA,None,0
Breesport,NY,None,0
Sterling,OK,None,0
Hemingford,NE,None,0
Lowden,IA,None,0
Atlantic,VA,None,0
Bailey's Prairie,TX,None,0
Somerville,AL,None,0
Cedar Hill,NM,None,0
Lake Village,IN,None,0
Log Cabin,TX,None,0
Kirklin,IN,None,0
Plumerville,AR,None,0
Copenhagen,NY,None,0
Patoka,IN,None,0
Biron,WI,None,0
Forest Ranch,CA,None,0
Blue Ridge Shores,VA,None,0
Vernon,MI,None,0
Earlville,IA,None,0
Hermitage,AR,None,0
Valley Brook,OK,None,0
Bucklin,KS,None,0
Coward,SC,None,0
Screven,GA,None,0
Phelps,KY,None,0
Toledo,WA,None,0
Vermontville,MI,None,0
Valle Vista,TX,None,0
Central City,CO,None,0
Chalfant,PA,None,0
Black Creek,NC,None,0
Espino,PR,None,0
Round Lake,NY,None,0
Dover,MN,None,0
Norvelt,PA,None,0
Wall Lake,IA,None,0
Walnut,IA,None,0
Boswell,IN,None,0
Pleasant Hill,NC,None,0
Exira,IA,None,0
Hanna,WY,None,0
White Lake,NC,None,0
Exeter,MO,None,0
Schroon Lake,NY,None,0
Payne Springs,TX,None,0
Hanover,IL,None,0
Lamberton,MN,None,0
Polk,PA,None,0
Brantley,AL,None,0
West Concord,MN,None,0
Jeffersonville,VT,None,0
St. Georges,DE,None,0
Quiogue,NY,None,0
Finzel,MD,None,0
Linden,IN,None,0
Knightsville,IN,None,0
Viborg,SD,None,0
Kraemer,LA,None,0
Ashland Heights,SD,None,0
Tiskilwa,IL,None,0
Raleigh,FL,None,0
White Springs,FL,None,0
Plain,WI,None,0
May Creek,WA,None,0
Philip,SD,None,0
Hardy,AR,None,0
Geyserville,CA,None,0
Elysian,MN,None,0
Eden,MD,None,0
Oregon,MO,None,0
Lancaster,MO,None,0
Riceville,IA,None,0
Cluster Springs,VA,None,0
Eden Roc,HI,None,0
Hannawa Falls,NY,None,0
Dunseith,ND,None,0
Miracle Valley,AZ,None,0
Sierra Blanca,TX,None,0
Alanson,MI,None,0
Tickfaw,LA,None,0
Mamers,NC,None,0
Columbiaville,MI,None,0
Port Deposit,MD,None,0
Powellton,WV,None,0
Eagleville,TN,None,0
Andersonville,OH,None,0
Corinne,UT,None,0
Homecroft,IN,None,0
Lopatcong Overlook,NJ,None,0
Triadelphia,WV,None,0
Garza-Salinas II,TX,None,0
Kwethluk,AK,None,0
Shindler,SD,None,0
Kiowa,CO,None,0
Milo,IA,None,0
Pilot Grove,MO,None,0
Throckmorton,TX,None,0
Hymera,IN,None,0
Moyie Springs,ID,None,0
Red Cross,NC,None,0
Eldred,PA,None,0
Hamlet,IN,None,0
Cowley,WY,None,0
Sharon Springs,KS,None,0
Grass Valley,NV,None,0
New Site,AL,None,0
Montgomery,IN,None,0
Tipton,OK,None,0
La Farge,WI,None,0
Meadow Vale,KY,None,0
Columbia,NC,None,0
Braceville,IL,None,0
Bixby,TX,None,0
Comunas,PR,None,0
Lake View,SC,None,0
Essex,IL,None,0
Riverdale,VA,None,0
Alliance,NC,None,0
Scarbro,WV,None,0
Cuba,NM,None,0
Diamondville,WY,None,0
Howard,SD,None,0
Hilltop,MN,None,0
Tetherow,OR,None,0
Clinton,MT,None,0
Knoxville,AR,None,0
Ooltewah,TN,None,0
Ringtown,PA,None,0
Leighton,AL,None,0
Raymond,MN,None,0
Upper Exeter,PA,None,0
Godley,IL,None,0
Fountain City,IN,None,0
Misenheimer,NC,None,0
Gratz,PA,None,0
Cass Lake,MN,None,0
Port Vincent,LA,None,0
Twin Valley,MN,None,0
Peru,NE,None,0
Boomer,WV,None,0
Kinmundy,IL,None,0
Chiloquin,OR,None,0
Bridger,MT,None,0
Alcester,SD,None,0
Hobson City,AL,None,0
Patterson,GA,None,0
Gibbon,MN,None,0
Hedrick,IA,None,0
Traver,CA,None,0
Pine Lake,GA,None,0
Walnut,MS,None,0
Round Valley,AZ,None,0
Onset,MA,None,0
Kasilof,AK,None,0
Ravine,PA,None,0
Church Hill,MD,None,0
New Harmony,IN,None,0
Housatonic,MA,None,0
Montreal,WI,None,0
Mount Calvary,WI,None,0
Napoleon,ND,None,0
Olympian Village,MO,None,0
Orangeville,IL,None,0
Fonda,NY,None,0
Gettysburg,OH,None,0
Point Blank,TX,None,0
Robin Glen-Indiantown,MI,None,0
Delaware Water Gap,PA,None,0
Greenwood,MN,None,0
Axtell,NE,None,0
Haileyville,OK,None,0
White Hall,AL,None,0
Santa Clara,TX,None,0
Crab Orchard,TN,None,0
Slatedale,PA,None,0
Hernandez,NM,None,0
Loami,IL,None,0
Ryan,OK,None,0
Brooten,MN,None,0
Hessmer,LA,None,0
Mooringsport,LA,None,0
Carlton,MT,None,0
Piper City,IL,None,0
Clarence,MO,None,0
St. Nazianz,WI,None,0
East Alto Bonito,TX,None,0
Washingtonville,OH,None,0
Atkins,VA,None,0
Renningers,PA,None,0
Mabel,MN,None,0
Perryville,KY,None,0
Ostrander,OH,None,0
Iberia,MO,None,0
Ashmore,IL,None,0
Elkton,MI,None,0
Osmond,NE,None,0
Everson,PA,None,0
Pray,MT,None,0
Cambria,WI,None,0
West Bend,IA,None,0
Palatine Bridge,NY,None,0
High Shoals,NC,None,0
Ridge Spring,SC,None,0
Greeley Hill,CA,None,0
Ridgeville,IN,None,0
Dublin,IN,None,0
Burneyville,OK,None,0
Wickes,AR,None,0
Green Spring,KY,None,0
Redmond,UT,None,0
Renova,MS,None,0
Drayton,ND,None,0
Ridgway,IL,None,0
Milford,TX,None,0
Mount Savage,MD,None,0
Antonito,CO,None,0
Parcelas Viejas Borinquen,PR,None,0
Driscoll,TX,None,0
Concord,VA,None,0
Iron Mountain Lake,MO,None,0
Bainbridge,IN,None,0
Estelline,SD,None,0
Manilla,IA,None,0
Woodruff,WI,None,0
Tribune,KS,None,0
Chippewa Lake,OH,None,0
Atlanta,IN,None,0
Cottageville,SC,None,0
South Vinemont,AL,None,0
Hancock,MN,None,0
Carlsborg,WA,None,0
Midvale,OH,None,0
McLean,TX,None,0
Parma,MI,None,0
Sioux Rapids,IA,None,0
Browerville,MN,None,0
Oppelo,AR,None,0
North Topsail Beach,NC,None,0
Mertzon,TX,None,0
Bertrand,MO,None,0
Hatton,ND,None,0
Maple Ridge,OH,None,0
Bootjack,CA,None,0
Rosedale,LA,None,0
El Duende,NM,None,0
Oscoda,MI,None,0
Blair,OK,None,0
Bingen,WA,None,0
Langeloth,PA,None,0
Sheridan,MT,None,0
Oak Ridge,TX,None,0
Galena,OH,None,0
Westmoreland,KS,None,0
Lott,TX,None,0
Ponemah,MN,None,0
Lakeshore Gardens-Hidden Acres,TX,None,0
Lakeside,OH,None,0
Riverton,KS,None,0
Tohatchi,NM,None,0
Duck Key,FL,None,0
Tyrone,OK,None,0
Rich Creek,VA,None,0
Arlington Heights,OH,None,0
Whitelaw,WI,None,0
Teton,ID,None,0
Clarkston,UT,None,0
Section,AL,None,0
Parkdale,MI,None,0
Ariton,AL,None,0
Hauser,ID,None,0
Essex,IA,None,0
Yarnell,AZ,None,0
Middletown,CA,None,0
Amagansett,NY,None,0
Tuscola,TX,None,0
Indianola,CA,None,0
Edgewater,AL,None,0
Alden,IA,None,0
Amanda,OH,None,0
Marion,LA,None,0
Middlebourne,WV,None,0
Woodland Hills,KY,None,0
New Market,MD,None,0
Valliant,OK,None,0
Clarkton,NC,None,0
Glasgow,OR,None,0
Cleveland,MN,None,0
Concrete,WA,None,0
Cherry Grove,WA,None,0
Grand View Estates,CO,None,0
Falcon Lake Estates,TX,None,0
Copan,OK,None,0
Ty Ty,GA,None,0
Deshler,NE,None,0
Stockton,MN,None,0
Columbia,AL,None,0
North Hornell,NY,None,0
Pueblo Nuevo,TX,None,0
Smithville,MS,None,0
Powderly,KY,None,0
Fairmount,GA,None,0
Doerun,GA,None,0
Ector,TX,None,0
Bradford,AR,None,0
Butte Valley,CA,None,0
Nittany,PA,None,0
Coldwater,KS,None,0
Crystal Beach,NY,None,0
Underwood,ND,None,0
Wauzeka,WI,None,0
Mountain View,OK,None,0
Carbonado,WA,None,0
Caseville,MI,None,0
Wright City,OK,None,0
Bucksport,SC,None,0
Mocanaqua,PA,None,0
Chilton,TX,None,0
Calhoun,KY,None,0
Lake Tomahawk,OH,None,0
St. James,LA,None,0
Montgomery,LA,None,0
Anmoore,WV,None,0
Smithers,WV,None,0
Swifton,AR,None,0
Glen Ellen,CA,None,0
South Coffeyville,OK,None,0
Oxford,NE,None,0
Stewartsville,MO,None,0
Millville,OH,None,0
La Parguera,PR,None,0
Concorde Hills,OH,None,0
Leon,KS,None,0
Niota,TN,None,0
D'Hanis,TX,None,0
Hot Sulphur Springs,CO,None,0
Watson,IL,None,0
Branford,FL,None,0
Silver Springs,NY,None,0
New Market,PA,None,0
Burnside,AZ,None,0
Marble Cliff,OH,None,0
Eastborough,KS,None,0
Higginson,AR,None,0
Camp Wood,TX,None,0
Merrill,IA,None,0
Pocahontas,IL,None,0
Pocono Mountain Lake Estates,PA,None,0
Tucker,MS,None,0
Fairdealing,MO,None,0
Shelter Island Heights,NY,None,0
Pena Blanca,NM,None,0
Valley Springs,SD,None,0
Wayne,OK,None,0
Plankinton,SD,None,0
Conway,NC,None,0
South Range,MI,None,0
Tampico,IL,None,0
Altus,AR,None,0
Philadelphia,TN,None,0
Nevada,OH,None,0
Conneautville,PA,None,0
Rougemont,NC,None,0
Philo,OH,None,0
Napi Headquarters,NM,None,0
Gilbertville,IA,None,0
Sandersville,MS,None,0
Landfall,MN,None,0
Confluence,PA,None,0
Burke,TX,None,0
Bantam,CT,None,0
Bethel Springs,TN,None,0
Como,TX,None,0
Brownstown,IL,None,0
Clarks Hill,IN,None,0
Highmore,SD,None,0
Elkton,SD,None,0
Plum Grove,TX,None,0
Orleans,VT,None,0
White,GA,None,0
Lawtey,FL,None,0
Bethlehem,GA,None,0
Wyocena,WI,None,0
Tekonsha,MI,None,0
Rancho Chico,TX,None,0
Lanesboro,MN,None,0
Edenburg,PA,None,0
Gould,AR,None,0
Gordon,PA,None,0
Wilson,KS,None,0
Kreamer,PA,None,0
Greenview,IL,None,0
New London,NC,None,0
Clay Center,NE,None,0
Mott,ND,None,0
Oakman,AL,None,0
Lockesburg,AR,None,0
Garnavillo,IA,None,0
Bella Villa,MO,None,0
Low Mountain,AZ,None,0
Whiting,IA,None,0
Schaller,IA,None,0
Gallipolis Ferry,WV,None,0
Merrill,MI,None,0
Gainesville,MO,None,0
Fairfield,MT,None,0
Salem,KY,None,0
Delta,PA,None,0
Wheatland,IA,None,0
Gilberton,PA,None,0
Arivaca,AZ,None,0
Woodville,AL,None,0
Mohall,ND,None,0
Jerome,PA,None,0
Green Mountain Falls,CO,None,0
Heuvelton,NY,None,0
Morrison,TN,None,0
Elizabeth,IL,None,0
Winton,NC,None,0
Coalville,IA,None,0
Grayland,WA,None,0
Gaston,OR,None,0
Noonday,TX,None,0
Stewardson,IL,None,0
North High Shoals,GA,None,0
Holdingford,MN,None,0
Whitewater,KS,None,0
Bulls Gap,TN,None,0
Tyronza,AR,None,0
Fremont,IA,None,0
Koppel,PA,None,0
Shipshewana,IN,None,0
Bufalo,PR,None,0
Berlin,OH,None,0
Liberal,MO,None,0
Cedar Key,FL,None,0
Peletier,NC,None,0
Brownton,MN,None,0
Forest Junction,WI,None,0
New Washington,IN,None,0
Alma,WI,None,0
Golden City,MO,None,0
Grandview,IN,None,0
Cammack Village,AR,None,0
Edgemont,SD,None,0
Lakeview,AR,None,0
Lake Tapawingo,MO,None,0
Karlstad,MN,None,0
Quitman,AR,None,0
Deal,NJ,None,0
Kansas,IL,None,0
Challenge-Brownsville,CA,None,0
Buckley,MI,None,0
Etna,CA,None,0
New Florence,MO,None,0
San Jose,AZ,None,0
Addison,AL,None,0
Ider,AL,None,0
Fair Haven,NY,None,0
Kadoka,SD,None,0
Flemington,GA,None,0
Glen Ullin,ND,None,0
Perrysville,OH,None,0
Welaka,FL,None,0
Parmelee,SD,None,0
Lyons,IN,None,0
Scio,OH,None,0
Cleveland,NY,None,0
Kenwood,CA,None,0
Plains,GA,None,0
Courtdale,PA,None,0
Allenhurst,GA,None,0
Hinckley,UT,None,0
Wilton,ND,None,0
Point Hope,AK,None,0
Mayesville,SC,None,0
Petros,TN,None,0
Pilot Knob,MO,None,0
Hunting Valley,OH,None,0
Tonica,IL,None,0
Delft Colony,CA,None,0
Pine Harbor,TX,None,0
Jonesburg,MO,None,0
Pateros,WA,None,0
Ventura,NM,None,0
Wadley,AL,None,0
Avon,IL,None,0
La Rue,OH,None,0
West Hamlin,WV,None,0
Nucla,CO,None,0
Williamsburg,CO,None,0
Roff,OK,None,0
Mount Morris,PA,None,0
Berlin Heights,OH,None,0
North Philipsburg,PA,None,0
Adair,IA,None,0
Ventura,IA,None,0
Hickman,CA,None,0
Hillcrest,TX,None,0
East Dailey,WV,None,0
Hawk Point,MO,None,0
Marine on St. Croix,MN,None,0
Elmore City,OK,None,0
Jefferson,SC,None,0
Vicksburg,PA,None,0
Crabtree,OR,None,0
Blythe,GA,None,0
Pelion,SC,None,0
Riverview,VA,None,0
Steele,ND,None,0
Rome,WI,None,0
East Barre,VT,None,0
Zavalla,TX,None,0
Hanson,KY,None,0
New Straitsville,OH,None,0
Echo,OR,None,0
Moapa Town,NV,None,0
New Seabury,MA,None,0
Lexington,AL,None,0
Faulkton,SD,None,0
Moncure,NC,None,0
Bertrand,NE,None,0
New Kingstown,PA,None,0
Seneca Gardens,KY,None,0
Cherokee,KS,None,0
Mineral City,OH,None,0
Nicholson,PA,None,0
Walkerville,MT,None,0
North,SC,None,0
Avondale,CO,None,0
Clear Lake,MN,None,0
Woodall,OK,None,0
Crofton,KY,None,0
Eureka,UT,None,0
Eastview,TN,None,0
Udall,KS,None,0
Morrison,OK,None,0
Quinhagak,AK,None,0
Rosedale,IN,None,0
Vernon,FL,None,0
Livingston Wheeler,NM,None,0
Ocracoke,NC,None,0
Normangee,TX,None,0
Kerkhoven,MN,None,0
Savoonga,AK,None,0
Hennepin,IL,None,0
Vandling,PA,None,0
Tigerton,WI,None,0
Bruce,WI,None,0
Adena,OH,None,0
Grover,NC,None,0
Algodones,NM,None,0
Big Thicket Lake Estates,TX,None,0
Quincy,OH,None,0
Lake Shore,UT,None,0
Victor,MT,None,0
Sherman,MS,None,0
Rockport,AR,None,0
Hosford,FL,None,0
New River,VA,None,0
Vici,OK,None,0
Cordova,NM,None,0
Westbrook,MN,None,0
Preston,MD,None,0
Bay Shore,MI,None,0
Newman Grove,NE,None,0
Bogue,NC,None,0
Woodland,NC,None,0
Atlanta,MI,None,0
Forestville,NY,None,0
Okay,OK,None,0
Big Wells,TX,None,0
Chippewa Park,OH,None,0
Chevy Chase Section Five,MD,None,0
Whitakers,NC,None,0
Murray,IA,None,0
Chesapeake,OH,None,0
Loyalton,CA,None,0
Shelby,NE,None,0
Porum,OK,None,0
Seymour,IA,None,0
Tangier,VA,None,0
Corfu,NY,None,0
Unionville,PA,None,0
Cloudcroft,NM,None,0
Trimont,MN,None,0
Walnut Grove,AL,None,0
Gambell,AK,None,0
Maplesville,AL,None,0
Scalp Level,PA,None,0
Motley,VA,None,0
Wiscon,FL,None,0
Reile's Acres,ND,None,0
Stratford,IA,None,0
Alburnett,IA,None,0
New Milford,IL,None,0
Harleyville,SC,None,0
Parks,LA,None,0
Upton,KY,None,0
Brooklyn,IL,None,0
Wood Heights,MO,None,0
Holiday Beach,TX,None,0
Collbran,CO,None,0
East Fork,AZ,None,0
Greenbush,MN,None,0
Ash Fork,AZ,None,0
Buffalo,IN,None,0
North Creek,NY,None,0
Charleston,TN,None,0
North Freedom,WI,None,0
Saluda,NC,None,0
Vaughn,WA,None,0
Hampton,MN,None,0
East Williston,FL,None,0
Deemston,PA,None,0
Condon,OR,None,0
Quilcene,WA,None,0
Medora,IN,None,0
Hospers,IA,None,0
Courtland,MN,None,0
Bloomington,WI,None,0
Science Hill,KY,None,0
Inyokern,CA,None,0
Bancroft,IA,None,0
Perry,MO,None,0
Mellen,WI,None,0
Frankfort,KS,None,0
Pueblito del Carmen,PR,None,0
Unalakleet,AK,None,0
Canton,KS,None,0
Queenstown,MD,None,0
Wartrace,TN,None,0
San Ygnacio,TX,None,0
Foot of Ten,PA,None,0
River Road,WA,None,0
Pecan Hill,TX,None,0
Melbourne Village,FL,None,0
West Wood,UT,None,0
Jackson Heights,NC,None,0
Loretto,KY,None,0
Battle Creek,IA,None,0
Holden,WV,None,0
Warsaw,OH,None,0
York Haven,PA,None,0
Ridgeway,VA,None,0
Kenefick,TX,None,0
Linn,TX,None,0
Wittmann,AZ,None,0
Ashkum,IL,None,0
Lorain,PA,None,0
Mullan,ID,None,0
Corydon,KY,None,0
Lone Oak,TX,None,0
Pisgah,AL,None,0
Oakville,WA,None,0
Cascade,WI,None,0
Fort Jones,CA,None,0
West Lebanon,IN,None,0
Natural Steps,AR,None,0
Portal,GA,None,0
McCoole,MD,None,0
Bevier,MO,None,0
Chesapeake City,MD,None,0
Brownsdale,MN,None,0
Springer,OK,None,0
Cedar Crest,NM,None,0
Town of Pines,IN,None,0
Mill Creek,WV,None,0
Pleasant View,PA,None,0
Mokelumne Hill,CA,None,0
Cohassett Beach,WA,None,0
Sewickley Hills,PA,None,0
Oriskany Falls,NY,None,0
Deerfield,KS,None,0
Potomac,IL,None,0
Bairdford,PA,None,0
Opal,VA,None,0
Algoma,MS,None,0
Lakeside,IA,None,0
Mount Aetna,MD,None,0
Falls City,TX,None,0
Wallace,SC,None,0
Cedarville,IL,None,0
Crossville,IL,None,0
Fort Gay,WV,None,0
Hollister,NC,None,0
Bardwell,TX,None,0
Shannon,IL,None,0
Wheaton,MO,None,0
Our Town,AL,None,0
Pleasant Hill,LA,None,0
Copake Lake,NY,None,0
Gordonville,PA,None,0
Coleman,WI,None,0
Montfort,WI,None,0
Calumet,MI,None,0
Clarks Grove,MN,None,0
Bokchito,OK,None,0
Olin,IA,None,0
Wellsburg,IA,None,0
York,AZ,None,0
Scooba,MS,None,0
Harrodsburg,IN,None,0
Thaxton,MS,None,0
Buffalo Lake,MN,None,0
Silverton,TX,None,0
Madison,AR,None,0
Newland,NC,None,0
Sand Ridge,NY,None,0
Tenkiller,OK,None,0
Taconic Shores,NY,None,0
North Gate,CA,None,0
Gasquet,CA,None,0
War,WV,None,0
Amity,AR,None,0
Blackwells Mills,NJ,None,0
Mounds,IL,None,0
Wild Rose,WI,None,0
Sedalia,NC,None,0
Nemacolin,PA,None,0
East Butler,PA,None,0
North Pearsall,TX,None,0
Tallaboa,PR,None,0
Westover Hills,TX,None,0
Chesterfield,TN,None,0
Passamaquoddy Pleasant Point,ME,None,0
Tres Pinos,CA,None,0
Trenton,TX,None,0
Detroit,TX,None,0
Spring Valley,KY,None,0
Elwood,NE,None,0
Bloomdale,OH,None,0
Bradford,IL,None,0
Santa Ana Pueblo,NM,None,0
Woodlawn,IL,None,0
Porter,OK,None,0
Scranton,KS,None,0
Calpella,CA,None,0
Boswell,OK,None,0
Stockton,UT,None,0
Onaga,KS,None,0
Aroma Park,IL,None,0
Ruthven,IA,None,0
Hoffman,MN,None,0
Wayne Lakes,OH,None,0
Junction City,CA,None,0
Saxton,PA,None,0
Wilton,AL,None,0
Millerstown,PA,None,0
Ririe,ID,None,0
Kress,TX,None,0
Miller,MO,None,0
Maple Rapids,MI,None,0
McDade,TX,None,0
Waubeka,WI,None,0
San Jose,NM,None,0
Gillett,AR,None,0
McClure,OH,None,0
Reeseville,WI,None,0
Tyrone,NM,None,0
Powers,OR,None,0
Ochlocknee,GA,None,0
Rocky Fork Point,OH,None,0
Minneola,KS,None,0
Twinsburg Heights,OH,None,0
Colfax,IN,None,0
Boyden,IA,None,0
Hollis Crossroads,AL,None,0
Kingston,GA,None,0
Cascade,MT,None,0
Van Bibber Lake,IN,None,0
La Moille,IL,None,0
Hollow Rock,TN,None,0
Oxford,AR,None,0
West Pittsburg,PA,None,0
Timber Hills,PA,None,0
Hindman,KY,None,0
Mound City,KS,None,0
West Mansfield,OH,None,0
Dongola,IL,None,0
Millville,CA,None,0
Paragon,IN,None,0
Reidville,SC,None,0
Ohio City,OH,None,0
Nuangola,PA,None,0
Point Comfort,TX,None,0
Fleming-Neon,KY,None,0
Kingstown,NC,None,0
Beasley,TX,None,0
Sardis,OH,None,0
Keiser,AR,None,0
Elnora,IN,None,0
Kiowa,OK,None,0
Rockland,WI,None,0
Morgantown,PA,None,0
West Alto Bonito,TX,None,0
Ingold,NC,None,0
Hendricks,MN,None,0
Salisbury,PA,None,0
Leawood,MO,None,0
Andrews,FL,None,0
Noorvik,AK,None,0
Tuntutuliak,AK,None,0
Hebron,ND,None,0
Alapaha,GA,None,0
Pennville,IN,None,0
Kirkwood,IL,None,0
Pe Ell,WA,None,0
Weiner,AR,None,0
Pikeville,NC,None,0
Pine Valley,NY,None,0
Nocona Hills,TX,None,0
Penns Creek,PA,None,0
Ricardo,TX,None,0
Clayton,IL,None,0
New Bloomfield,MO,None,0
Toksook Bay,AK,None,0
Upper Marlboro,MD,None,0
Kimball,SD,None,0
Bardwell,KY,None,0
McAdenville,NC,None,0
Chillicothe,TX,None,0
Carrizo Hill,TX,None,0
Lytle Creek,CA,None,0
New Underwood,SD,None,0
Haviland,KS,None,0
Sunset Valley,TX,None,0
Brownsboro Farm,KY,None,0
Kasota,MN,None,0
McNary,AZ,None,0
Blue Ridge Summit,PA,None,0
Ellendale,MN,None,0
Six Mile,SC,None,0
Rowes Run,PA,None,0
Sunset Village,GA,None,0
Adams,TN,None,0
Farmersville,IL,None,0
Strawn,TX,None,0
South Hills,MT,None,0
Marble,MN,None,0
Morley,MO,None,0
Kuttawa,KY,None,0
Petrolia,TX,None,0
Watkins,CO,None,0
Cecilton,MD,None,0
St. Florian,AL,None,0
Lakehead,CA,None,0
Vader,WA,None,0
Waterloo,CA,None,0
Hillman,MI,None,0
Walnut Creek,AZ,None,0
Armour,SD,None,0
McRae,AR,None,0
Oak Grove,TX,None,0
Rocky Hill,NJ,None,0
Hull,TX,None,0
Colton,SD,None,0
Freeport,MN,None,0
Bluford,IL,None,0
Osmond,WY,None,0
Palmer,TN,None,0
McBain,MI,None,0
South Royalton,VT,None,0
Saybrook,IL,None,0
Bristow Cove,AL,None,0
Caroleen,NC,None,0
Happy,TX,None,0
Adrian,GA,None,0
Chattaroy,WV,None,0
Efland,NC,None,0
Coggon,IA,None,0
Silver Cliff,CO,None,0
Liberty,MS,None,0
Penasco,NM,None,0
Sligo,PA,None,0
Beverly,WV,None,0
Rushville,NY,None,0
